"","MSOA11CD.row","tuesday.12pm15","tuesday.12pm30","tuesday.12pm45","tuesday.12pm60","tuesday.12pm75","tuesday.12pm90"
"2030",3445,NA,NA,NA,2,2,2
"2031",3447,NA,NA,NA,2,2,2
"2032",3448,NA,NA,NA,NA,2,2
"2033",3449,NA,NA,NA,NA,2,2
"2035",3450,NA,NA,NA,NA,2,2
"2036",3451,NA,NA,NA,NA,2,2
"2037",3452,NA,NA,NA,NA,NA,2
"2038",3453,NA,NA,NA,NA,NA,2
"2039",3454,NA,NA,NA,NA,3,3
"2040",3455,1,1,1,1,1,3
"2041",3456,NA,NA,NA,NA,NA,2
"2042",3457,NA,NA,NA,NA,NA,2
"2043",3458,NA,NA,NA,NA,NA,2
"2044",3459,NA,NA,NA,NA,NA,2
"2046",3460,NA,NA,NA,1,1,3
"2047",3461,NA,NA,NA,NA,NA,2
"2048",3462,NA,NA,1,1,1,1
"2049",3463,NA,1,1,1,1,1
"2050",3464,NA,NA,NA,1,1,2
"2051",3465,NA,1,1,1,1,1
"2052",3466,NA,NA,NA,1,1,2
"2053",3467,NA,NA,1,1,1,2
"2054",3468,NA,1,1,1,1,1
"2055",3469,NA,NA,NA,1,1,1
"2057",3470,NA,NA,NA,1,1,1
"2058",3471,NA,1,1,1,1,1
"2059",3472,NA,1,1,1,1,1
"2060",3473,1,1,1,1,1,1
"2061",3474,NA,NA,NA,1,1,1
"2062",3475,NA,NA,NA,1,1,1
"2063",3476,1,1,1,1,1,1
"2064",3477,NA,NA,1,1,1,1
"2065",3478,NA,NA,1,1,1,1
"2066",3479,NA,NA,NA,NA,NA,1
"2068",3480,NA,1,1,1,1,1
"2069",3481,NA,1,1,1,1,1
"2070",3482,NA,1,1,1,1,1
"2071",3483,NA,NA,1,1,1,1
"2072",3484,NA,1,1,1,1,2
"2073",3485,NA,NA,NA,1,1,1
"2074",3486,NA,NA,NA,1,1,1
"2075",3487,NA,NA,NA,1,1,1
"2076",3488,NA,NA,NA,1,1,1
"2077",3489,NA,NA,NA,1,1,1
"2079",3490,NA,NA,1,1,1,1
"2080",3491,NA,NA,NA,1,1,1
"2081",3492,NA,NA,NA,1,1,1
"2082",3493,NA,NA,NA,1,1,1
"2083",3494,NA,1,1,1,1,1
"2084",3495,NA,1,1,1,1,1
"2085",3497,NA,1,1,1,1,1
"2086",3499,NA,NA,NA,1,1,1
"2089",3500,1,1,1,1,1,1
"2090",3502,NA,NA,NA,NA,1,1
"2091",3503,NA,1,1,1,1,1
"2092",3507,NA,NA,1,2,4,4
"2093",3508,NA,NA,1,1,1,1
"2094",3509,NA,NA,NA,1,1,1
"2096",3511,NA,NA,NA,1,1,1
"2097",3512,NA,NA,1,1,2,2
"2098",3513,NA,NA,NA,NA,NA,1
"2099",3515,NA,NA,NA,1,2,2
"2100",3516,1,1,1,1,2,2
"2101",3519,NA,1,3,5,6,6
"2103",3520,NA,NA,NA,NA,2,2
"2104",3522,NA,NA,2,2,2,3
"2105",3524,NA,NA,NA,1,1,1
"2106",3526,NA,1,1,2,3,3
"2107",3527,NA,NA,1,1,1,2
"2109",3530,NA,1,1,2,4,5
"2110",3531,NA,NA,2,2,5,5
"2111",3532,NA,NA,2,4,6,6
"2112",3537,NA,1,1,2,2,3
"2113",3538,NA,NA,1,4,5,5
"2114",3539,NA,NA,2,4,5,5
"2116",3541,NA,NA,2,4,5,6
"2117",3542,1,1,1,3,3,4
"2118",3543,NA,NA,NA,2,3,5
"2119",3544,NA,NA,NA,3,3,5
"2120",3545,NA,NA,NA,2,3,3
"2121",3546,NA,1,1,1,1,1
"2122",3547,NA,NA,NA,NA,1,1
"2123",3548,NA,NA,NA,1,4,7
"2124",3549,NA,NA,1,1,1,1
"2126",3550,NA,NA,NA,1,2,2
"2127",3551,NA,NA,1,1,2,3
"2128",3552,NA,NA,1,2,2,2
"2129",3554,NA,NA,NA,2,2,4
"2130",3555,NA,NA,1,2,2,2
"2131",3556,NA,1,1,2,2,2
"2132",3557,NA,1,1,2,4,4
"2133",3558,1,1,1,2,3,6
"2134",3559,1,1,2,3,5,6
"2136",3560,NA,1,1,3,5,6
"2137",3561,NA,1,1,3,5,5
"2138",3563,NA,NA,2,5,5,5
"2139",3565,NA,NA,NA,NA,1,1
"2140",3568,NA,NA,NA,NA,1,2
"2142",3574,NA,NA,1,1,2,3
"2143",3575,NA,NA,1,1,1,1
"2144",3576,NA,1,1,1,2,3
"2145",3577,NA,NA,1,1,2,2
"2146",3578,NA,1,1,2,2,3
"2147",3579,NA,NA,1,1,1,1
"2149",3580,NA,NA,1,1,1,2
"2150",3581,NA,NA,1,1,2,3
"2151",3582,1,1,1,1,2,3
"2152",3583,NA,NA,1,1,1,1
"2153",3589,NA,NA,NA,1,3,5
"2155",3590,NA,NA,NA,NA,2,3
"2156",3591,NA,NA,NA,1,3,10
"2157",3593,NA,NA,NA,1,3,6
"2158",3594,NA,NA,NA,2,3,5
"2159",3599,NA,NA,NA,1,3,5
"2162",3600,NA,NA,NA,2,2,7
"2163",3601,NA,NA,NA,2,6,10
"2164",3602,NA,NA,NA,1,1,1
"2165",3605,NA,NA,NA,1,1,1
"2166",3606,NA,NA,1,2,2,10
"2167",3607,NA,1,1,1,1,1
"2169",3611,NA,NA,NA,NA,2,2
"2170",3613,NA,NA,NA,NA,2,4
"2171",3614,NA,NA,NA,NA,1,1
"2172",3615,NA,NA,NA,NA,2,2
"2173",3616,NA,NA,NA,NA,NA,1
"2174",3618,NA,NA,NA,1,2,2
"2175",3619,NA,NA,NA,NA,1,2
"2177",3620,NA,NA,NA,NA,1,1
"2178",3621,NA,NA,NA,1,1,1
"2179",3623,NA,NA,NA,NA,NA,1
"2180",3624,NA,NA,NA,1,1,2
"2181",3626,NA,NA,NA,NA,1,1
"2182",3627,NA,NA,NA,NA,1,2
"2183",3629,NA,1,3,5,5,6
"2185",3630,NA,2,2,4,5,6
"2186",3631,NA,2,3,5,5,6
"2187",3632,NA,2,4,5,5,7
"2188",3633,NA,1,1,2,4,5
"2189",3634,NA,2,2,3,5,5
"2190",3635,NA,1,1,2,5,6
"2191",3636,1,1,3,3,5,5
"2192",3637,NA,1,2,3,4,5
"2193",3638,NA,2,3,3,4,4
"2194",3639,1,1,3,3,5,5
"2196",3640,NA,1,2,3,4,5
"2197",3641,NA,1,3,4,5,6
"2198",3647,NA,NA,NA,NA,1,2
"2200",3653,1,1,2,2,3,3
"2201",3657,NA,1,1,2,2,4
"2202",3659,NA,NA,NA,1,1,1
"2204",3669,NA,NA,1,2,2,2
"2206",3672,1,1,2,2,2,3
"2207",3673,1,1,2,2,2,3
"2208",3675,NA,1,1,3,3,3
"2209",3676,NA,1,1,3,4,6
"2210",3677,1,1,2,3,4,5
"2211",3678,NA,NA,1,1,2,2
"2213",3683,1,2,2,2,2,4
"2214",3684,1,2,2,2,2,2
"2215",3685,NA,1,2,2,2,2
"2216",3686,NA,2,2,2,4,6
"2218",3692,NA,NA,1,2,4,6
"2219",3694,NA,NA,NA,1,2,2
"2220",3695,NA,NA,1,1,2,3
"2221",3697,NA,NA,NA,2,3,3
"2222",3699,NA,NA,1,1,2,3
"2225",3700,NA,NA,1,1,1,1
"2226",3705,NA,NA,1,1,1,2
"2227",3706,NA,NA,NA,1,1,2
"2228",3709,NA,NA,2,2,2,2
"2230",3711,NA,1,1,2,2,2
"2231",3712,NA,1,1,2,2,2
"2232",3713,NA,NA,NA,NA,1,1
"2233",3714,NA,NA,2,2,2,2
"2234",3715,NA,NA,1,2,2,2
"2235",3716,1,1,1,1,2,2
"2236",3717,NA,NA,NA,1,2,2
"2237",3718,NA,NA,NA,1,1,1
"2239",3723,NA,NA,NA,NA,NA,1
"2240",3724,NA,NA,NA,NA,NA,1
"2241",3727,NA,NA,NA,2,2,2
"2242",3728,NA,NA,NA,1,1,1
"2244",3730,NA,NA,1,1,1,1
"2245",3732,NA,NA,2,2,2,2
"2246",3733,NA,1,2,2,2,2
"2247",3734,NA,1,1,1,1,1
"2248",3735,NA,1,1,1,1,2
"2249",3736,NA,1,1,1,1,2
"2250",3737,NA,NA,1,1,1,1
"2251",3738,1,1,1,2,2,2
"2252",3739,NA,1,1,1,2,2
"2254",3740,NA,1,2,2,2,2
"2255",3741,1,1,1,2,2,2
"2256",3742,NA,NA,NA,1,1,1
"2257",3743,1,1,1,1,2,2
"2258",3745,NA,NA,NA,1,1,1
"2259",3747,NA,1,1,1,1,2
"2260",3748,NA,NA,NA,1,1,1
"2262",3752,NA,1,1,1,1,2
"2263",3753,NA,NA,NA,1,1,1
"2264",3754,NA,1,1,1,1,1
"2265",3755,NA,1,1,1,1,1
"2266",3756,NA,1,1,1,1,1
"2267",3757,1,1,1,1,2,2
"2268",3759,NA,1,1,1,1,1
"2270",3760,NA,1,1,1,2,2
"2271",3761,NA,1,1,1,1,1
"2273",3779,NA,NA,NA,NA,NA,1
"2278",3808,NA,NA,2,2,2,2
"2279",3809,NA,1,2,2,2,2
"2281",3812,NA,NA,NA,2,2,2
"2282",3818,NA,NA,NA,1,1,1
"2283",3819,NA,NA,NA,1,1,1
"2285",3820,NA,NA,1,1,1,1
"2286",3824,NA,1,1,1,1,1
"2287",3825,NA,NA,NA,NA,1,1
"2288",3826,NA,NA,NA,NA,1,1
"2290",3830,NA,NA,NA,NA,1,1
"2291",3831,NA,NA,1,1,1,1
"2292",3837,NA,NA,1,1,1,1
"2294",3841,NA,NA,NA,1,1,1
"2295",3842,NA,NA,1,1,1,1
"2297",3852,1,1,1,1,1,1
"2302",3891,NA,NA,NA,NA,1,1
"2306",3910,NA,NA,NA,NA,1,1
"2309",3931,NA,NA,NA,1,1,1
"2310",3933,NA,1,1,1,1,1
"2311",3937,NA,NA,NA,1,1,1
"2312",3939,NA,1,1,1,1,1
"2314",3943,NA,NA,NA,NA,NA,1
"2315",3946,NA,NA,NA,NA,1,1
"2316",3948,NA,NA,NA,NA,NA,1
"2318",3950,NA,NA,NA,NA,1,1
"2319",3951,NA,NA,NA,1,1,1
"2320",3952,NA,NA,NA,1,1,1
"2321",3953,NA,NA,NA,1,1,1
"2322",3954,NA,NA,NA,NA,1,1
"2324",3964,NA,NA,NA,NA,1,1
"2325",3968,NA,NA,NA,NA,1,1
"2327",3972,NA,NA,NA,NA,NA,1
"2328",3974,NA,NA,NA,1,2,3
"2329",3975,NA,NA,NA,NA,1,1
"2330",3976,NA,NA,NA,NA,1,1
"2331",3977,NA,NA,NA,1,2,4
"2332",3978,NA,NA,NA,NA,1,1
"2333",3979,NA,NA,NA,NA,NA,1
"2335",3983,NA,NA,NA,NA,NA,1
"2337",3991,NA,NA,NA,1,1,1
"2338",3992,NA,NA,NA,1,1,1
"2339",3994,NA,NA,1,1,1,1
"2340",3995,NA,NA,NA,1,1,1
"2341",3996,NA,NA,1,1,1,1
"2342",3998,NA,NA,NA,1,1,1
"2343",3999,NA,NA,NA,NA,1,1
"2347",4000,NA,NA,NA,1,1,1
"2348",4002,NA,NA,NA,1,1,1
"2349",4004,NA,NA,NA,NA,2,3
"2350",4005,NA,NA,NA,1,1,5
"2352",4014,NA,NA,1,1,2,2
"2353",4016,NA,NA,NA,NA,1,1
"2354",4018,NA,NA,NA,1,2,4
"2356",4026,NA,NA,NA,NA,NA,1
"2362",4078,NA,NA,NA,1,1,1
"2364",4083,NA,1,1,1,1,1
"2365",4084,NA,1,1,1,1,1
"2366",4085,1,1,1,1,1,1
"2367",4086,NA,1,1,1,1,1
"2369",4095,NA,NA,NA,1,2,2
"2374",4120,NA,NA,NA,NA,1,1
"2375",4125,NA,NA,NA,1,1,1
"2377",4137,NA,NA,NA,1,1,2
"2379",4140,NA,NA,1,1,1,2
"2380",4141,NA,NA,NA,NA,1,1
"2381",4142,NA,NA,1,1,1,2
"2382",4143,NA,NA,NA,1,1,1
"2383",4147,NA,NA,NA,NA,1,1
"2385",4150,NA,NA,NA,NA,1,1
"2386",4151,NA,NA,NA,1,1,1
"2387",4152,NA,NA,NA,1,1,1
"2388",4153,NA,NA,NA,NA,1,1
"2389",4154,NA,NA,NA,1,1,1
"2392",4172,NA,NA,NA,NA,NA,1
"2395",4191,NA,NA,NA,1,3,4
"2396",4193,NA,NA,NA,3,3,4
"2397",4194,NA,NA,1,2,3,3
"2398",4195,NA,1,1,3,3,4
"2399",4196,NA,NA,1,1,3,3
"2400",4197,NA,NA,1,1,3,3
"2401",4198,NA,NA,NA,1,1,2
"2404",4200,NA,NA,1,1,2,4
"2405",4201,NA,NA,NA,1,1,2
"2406",4202,NA,NA,1,2,3,3
"2407",4203,NA,NA,NA,1,2,2
"2408",4204,NA,NA,NA,NA,NA,2
"2409",4209,1,1,1,1,1,2
"2411",4210,1,1,1,2,3,4
"2412",4212,NA,NA,NA,NA,1,1
"2413",4213,NA,1,1,2,2,2
"2414",4215,NA,NA,1,1,1,3
"2415",4216,NA,NA,1,1,1,1
"2416",4219,NA,NA,NA,1,1,1
"2418",4221,NA,NA,NA,NA,NA,1
"2419",4222,NA,NA,NA,NA,1,3
"2420",4223,NA,NA,NA,NA,NA,2
"2421",4224,NA,NA,NA,NA,2,3
"2422",4226,NA,NA,NA,NA,1,3
"2423",4227,NA,NA,NA,NA,NA,2
"2424",4228,NA,NA,NA,NA,NA,2
"2425",4229,NA,NA,NA,NA,1,1
"2427",4231,NA,NA,NA,NA,NA,2
"2428",4232,NA,NA,NA,NA,NA,1
"2429",4234,NA,NA,NA,1,1,1
"2430",4236,NA,NA,NA,1,1,1
"2431",4237,NA,NA,NA,NA,NA,1
"2433",4240,NA,NA,NA,1,1,1
"2434",4241,NA,NA,NA,1,2,2
"2435",4243,NA,NA,NA,NA,1,2
"2436",4245,NA,NA,NA,1,2,2
"2437",4246,NA,NA,NA,NA,NA,1
"2438",4247,NA,NA,NA,NA,NA,1
"2440",4251,NA,NA,2,2,2,2
"2441",4256,NA,NA,NA,NA,1,1
"2442",4259,NA,NA,NA,NA,2,2
"2444",4260,NA,1,2,2,2,2
"2445",4261,NA,1,2,2,2,2
"2446",4262,NA,1,2,2,2,2
"2447",4263,NA,1,2,2,2,2
"2448",4265,NA,1,2,2,2,4
"2449",4266,NA,1,2,2,2,2
"2450",4267,1,1,2,2,2,4
"2451",4268,NA,1,1,1,1,1
"2452",4279,NA,NA,NA,NA,NA,1
"2454",4282,NA,NA,NA,2,2,2
"2455",4284,NA,NA,2,2,2,2
"2456",4286,NA,NA,NA,2,2,3
"2457",4287,NA,NA,NA,2,3,3
"2458",4288,NA,NA,NA,2,3,3
"2459",4289,NA,NA,2,2,2,2
"2461",4290,NA,NA,NA,NA,1,3
"2462",4291,NA,NA,1,3,4,4
"2463",4292,NA,NA,NA,3,3,4
"2464",4293,NA,1,3,3,3,3
"2467",4301,NA,NA,NA,NA,NA,1
"2468",4302,NA,1,1,1,3,5
"2469",4303,NA,NA,NA,2,2,2
"2470",4304,NA,NA,NA,NA,2,2
"2471",4305,NA,NA,NA,1,2,2
"2472",4308,NA,NA,NA,NA,1,1
"2473",4309,NA,NA,NA,NA,NA,1
"2475",4313,NA,NA,NA,1,3,3
"2476",4315,NA,NA,NA,NA,NA,2
"2477",4317,NA,NA,NA,NA,1,1
"2478",4318,NA,NA,NA,NA,NA,1
"2480",4322,NA,NA,NA,2,2,2
"2481",4325,NA,NA,1,2,2,2
"2482",4328,NA,NA,NA,NA,NA,2
"2483",4329,NA,NA,NA,NA,NA,5
"2485",4330,NA,NA,1,1,2,6
"2486",4331,NA,NA,1,1,1,3
"2487",4332,NA,1,4,5,5,5
"2488",4333,NA,NA,1,3,4,4
"2489",4334,NA,1,4,5,6,6
"2490",4335,NA,NA,1,2,2,3
"2491",4336,NA,NA,1,1,2,3
"2492",4337,NA,1,1,1,2,2
"2493",4338,NA,1,1,4,4,5
"2494",4339,NA,1,1,2,4,5
"2496",4340,NA,NA,1,1,2,3
"2497",4341,NA,1,1,4,4,4
"2498",4342,NA,1,1,2,3,4
"2499",4343,1,1,1,2,3,4
"2500",4344,NA,NA,2,3,4,4
"2501",4345,NA,1,2,3,4,4
"2502",4346,NA,1,1,2,3,3
"2503",4347,NA,1,1,2,2,4
"2505",4350,NA,NA,NA,NA,NA,2
"2506",4351,NA,NA,NA,2,2,2
"2507",4354,NA,1,1,1,2,3
"2508",4356,NA,NA,1,1,1,1
"2509",4358,NA,1,2,2,2,2
"2510",4359,NA,1,2,2,2,2
"2512",4360,NA,1,2,3,6,12
"2513",4364,NA,NA,NA,NA,NA,2
"2514",4366,NA,NA,NA,NA,1,1
"2515",4369,NA,NA,NA,NA,1,1
"2517",4370,NA,NA,1,1,2,2
"2518",4371,NA,NA,NA,1,3,4
"2519",4372,NA,NA,NA,1,2,3
"2520",4373,NA,NA,NA,NA,NA,1
"2521",4374,NA,NA,1,2,4,4
"2522",4376,NA,NA,NA,NA,1,1
"2523",4377,NA,1,2,3,4,4
"2524",4378,NA,2,2,3,3,3
"2525",4379,NA,1,3,4,4,4
"2527",4380,NA,NA,1,1,1,1
"2528",4381,NA,1,1,1,1,1
"2529",4382,NA,NA,1,1,1,1
"2530",4383,NA,1,2,3,3,3
"2531",4384,NA,NA,1,3,3,3
"2532",4385,NA,NA,NA,NA,1,1
"2533",4386,NA,NA,1,1,3,3
"2534",4387,NA,NA,1,3,4,4
"2535",4388,NA,NA,1,2,3,4
"2537",4392,NA,NA,1,1,3,6
"2538",4394,NA,NA,1,1,3,6
"2539",4395,NA,NA,NA,NA,3,5
"2540",4396,NA,NA,NA,2,3,5
"2541",4397,NA,NA,NA,2,4,7
"2542",4398,NA,NA,1,3,5,7
"2545",4400,NA,NA,NA,3,4,6
"2546",4402,NA,NA,NA,1,4,5
"2547",4403,NA,NA,NA,1,4,5
"2548",4405,NA,NA,NA,NA,3,3
"2549",4407,NA,1,2,2,2,4
"2550",4408,1,1,2,2,2,3
"2551",4409,NA,1,1,1,2,2
"2553",4411,NA,1,1,1,1,2
"2554",4413,1,1,1,1,1,2
"2555",4414,NA,NA,NA,2,2,5
"2556",4416,NA,NA,1,1,3,3
"2557",4418,NA,NA,1,1,1,3
"2558",4419,NA,NA,NA,1,1,1
"2560",4420,NA,NA,1,1,1,2
"2561",4423,NA,NA,NA,1,1,1
"2562",4426,NA,NA,NA,NA,1,1
"2564",4430,NA,NA,1,1,2,2
"2565",4431,NA,1,1,3,3,7
"2566",4432,NA,NA,2,5,11,13
"2567",4433,NA,NA,2,4,4,4
"2568",4434,NA,NA,1,2,2,2
"2569",4435,NA,1,2,2,4,11
"2570",4436,NA,NA,2,2,2,3
"2571",4437,NA,1,2,2,6,10
"2572",4438,NA,1,1,5,10,18
"2573",4439,NA,1,5,5,13,20
"2575",4440,NA,NA,6,13,21,28
"2576",4442,NA,NA,3,7,12,16
"2577",4443,NA,1,1,2,2,2
"2578",4444,NA,1,1,4,4,6
"2579",4445,1,1,3,5,5,7
"2580",4446,NA,1,1,1,2,2
"2581",4447,NA,1,1,3,5,5
"2582",4448,1,1,2,3,8,8
"2583",4449,NA,1,1,2,4,6
"2585",4450,NA,2,2,3,7,8
"2586",4451,NA,1,1,2,5,5
"2587",4452,NA,1,1,3,4,5
"2588",4453,NA,1,1,2,5,5
"2590",4460,NA,NA,NA,NA,1,1
"2591",4461,NA,NA,NA,NA,1,1
"2592",4468,NA,1,1,1,3,3
"2593",4469,NA,1,1,2,4,4
"2595",4471,1,1,2,2,3,5
"2596",4472,NA,1,1,1,2,2
"2597",4474,1,2,3,5,5,6
"2598",4475,1,1,2,4,5,6
"2599",4478,NA,NA,NA,1,1,1
"2601",4480,NA,1,2,2,2,2
"2602",4481,NA,1,1,1,1,1
"2603",4484,NA,NA,1,1,1,1
"2604",4485,NA,NA,1,1,2,2
"2605",4487,NA,NA,2,2,2,2
"2606",4488,NA,NA,1,1,2,2
"2607",4489,NA,NA,2,2,2,2
"2609",4490,NA,NA,1,1,2,2
"2610",4491,1,NA,1,2,2,2
"2611",4492,1,NA,1,2,2,2
"2612",4493,NA,NA,1,1,2,2
"2615",4500,NA,NA,NA,1,1,1
"2616",4502,NA,NA,NA,1,3,6
"2623",4569,NA,NA,NA,NA,1,1
"2625",4577,NA,NA,NA,NA,1,1
"2626",4578,NA,NA,NA,NA,NA,1
"2628",4580,NA,NA,1,1,1,1
"2629",4581,NA,NA,NA,1,1,1
"2630",4582,NA,NA,1,1,1,1
"2631",4583,NA,1,1,1,1,1
"2632",4584,NA,NA,1,1,1,1
"2633",4585,NA,1,1,1,1,1
"2634",4586,NA,1,1,1,1,1
"2635",4587,1,1,1,1,1,1
"2636",4588,NA,1,1,1,1,1
"2638",4590,NA,NA,NA,1,1,1
"2639",4592,1,1,1,1,1,1
"2640",4593,NA,1,1,1,1,1
"2641",4595,NA,1,1,1,1,1
"2642",4598,NA,NA,NA,NA,NA,1
"2643",4599,NA,NA,NA,NA,1,1
"2646",4601,NA,NA,NA,NA,NA,1
"2647",4602,NA,NA,NA,NA,NA,1
"2649",4612,NA,NA,NA,1,1,1
"2650",4613,NA,NA,NA,NA,NA,1
"2651",4615,NA,NA,NA,NA,NA,1
"2652",4619,NA,NA,NA,NA,NA,1
"2654",4620,NA,NA,NA,NA,NA,1
"2655",4621,NA,NA,NA,1,1,1
"2656",4622,NA,NA,NA,1,1,1
"2657",4623,NA,NA,NA,1,1,1
"2658",4625,NA,NA,NA,NA,NA,1
"2659",4628,NA,NA,NA,NA,1,1
"2661",4632,NA,NA,NA,NA,NA,1
"2664",4650,NA,NA,NA,2,2,2
"2665",4659,NA,NA,NA,NA,NA,2
"2667",4660,NA,NA,NA,NA,NA,2
"2668",4661,NA,NA,NA,NA,NA,2
"2669",4662,NA,NA,NA,2,2,2
"2670",4663,NA,NA,NA,NA,NA,2
"2671",4664,NA,NA,NA,NA,2,2
"2672",4665,NA,NA,NA,2,2,2
"2673",4666,NA,NA,NA,4,7,13
"2674",4667,NA,NA,NA,NA,NA,2
"2675",4669,NA,NA,2,2,2,2
"2677",4671,NA,NA,NA,NA,2,2
"2678",4672,NA,NA,NA,NA,NA,2
"2679",4674,NA,NA,1,1,1,1
"2680",4675,NA,NA,1,1,1,1
"2681",4676,NA,NA,1,1,1,1
"2682",4677,NA,NA,NA,1,1,1
"2684",4680,NA,NA,NA,NA,1,1
"2685",4681,NA,NA,NA,NA,NA,1
"2686",4683,NA,NA,NA,1,1,1
"2687",4688,NA,NA,NA,NA,NA,1
"2689",4690,NA,1,3,4,4,4
"2690",4694,NA,NA,NA,NA,1,1
"2691",4695,NA,NA,NA,NA,NA,1
"2692",4696,NA,NA,NA,NA,NA,1
"2695",4718,NA,NA,NA,NA,1,1
"2696",4719,NA,NA,NA,1,1,1
"2698",4725,NA,3,3,4,4,5
"2699",4726,NA,1,4,4,4,4
"2701",4732,NA,NA,NA,NA,1,1
"2702",4733,NA,NA,NA,NA,1,1
"2704",4740,NA,1,2,2,3,7
"2705",4741,NA,NA,1,1,1,5
"2706",4743,NA,NA,NA,1,1,1
"2707",4747,NA,NA,NA,3,5,5
"2708",4748,NA,NA,NA,NA,1,3
"2709",4749,NA,NA,NA,2,4,4
"2711",4751,NA,NA,NA,4,5,5
"2712",4752,NA,NA,3,4,6,8
"2713",4753,NA,2,3,3,4,4
"2714",4754,NA,NA,2,3,7,9
"2715",4757,NA,NA,NA,2,2,2
"2716",4759,NA,1,1,1,4,4
"2718",4761,NA,1,1,3,4,4
"2719",4762,NA,1,1,4,4,4
"2720",4763,NA,NA,NA,NA,2,3
"2721",4764,NA,1,1,4,4,4
"2722",4765,NA,1,1,4,4,4
"2723",4766,NA,NA,NA,NA,3,4
"2724",4767,NA,1,3,3,4,4
"2725",4769,1,1,3,4,4,4
"2727",4770,NA,1,1,1,4,4
"2728",4771,NA,1,1,1,1,1
"2729",4772,NA,NA,1,1,1,1
"2730",4776,1,1,2,3,3,4
"2731",4777,1,1,2,3,3,7
"2732",4779,NA,NA,2,2,2,3
"2734",4780,NA,NA,1,2,3,3
"2735",4782,NA,1,1,1,4,4
"2736",4784,NA,NA,3,3,4,4
"2737",4785,NA,1,2,2,3,6
"2738",4786,1,2,3,4,5,7
"2739",4788,NA,NA,3,3,6,7
"2740",4789,NA,1,3,3,3,6
"2742",4790,NA,1,2,4,4,6
"2743",4791,NA,NA,NA,1,1,1
"2744",4792,NA,NA,NA,NA,2,2
"2745",4793,NA,NA,NA,2,3,6
"2746",4794,NA,1,1,1,8,16
"2747",4796,NA,NA,2,2,2,2
"2748",4797,NA,NA,2,2,5,6
"2749",4799,NA,NA,NA,5,9,13
"2752",4800,NA,1,2,5,7,15
"2753",4801,NA,NA,NA,NA,2,2
"2754",4802,NA,NA,NA,NA,NA,1
"2755",4803,NA,NA,NA,NA,1,1
"2756",4804,NA,1,1,1,2,2
"2757",4805,NA,1,1,1,1,3
"2758",4807,NA,1,1,2,3,3
"2759",4808,NA,1,1,2,3,3
"2760",4809,NA,1,2,2,3,3
"2762",4810,NA,1,1,2,2,4
"2763",4811,NA,NA,1,2,3,3
"2764",4812,NA,2,2,3,3,6
"2765",4813,NA,1,2,3,4,5
"2766",4814,NA,NA,3,4,5,7
"2767",4817,NA,NA,2,6,7,8
"2768",4818,NA,NA,3,5,6,7
"2769",4819,NA,2,3,4,7,8
"2771",4820,NA,NA,2,2,2,3
"2772",4821,NA,2,2,5,8,8
"2773",4822,NA,2,2,2,2,2
"2774",4823,NA,2,2,2,4,10
"2775",4824,NA,2,2,3,5,5
"2776",4825,2,2,3,3,6,8
"2777",4826,NA,2,2,2,2,7
"2778",4827,NA,2,2,4,5,5
"2779",4828,2,2,3,5,6,9
"2780",4829,NA,2,2,4,6,7
"2782",4830,NA,2,2,2,4,4
"2783",4832,NA,2,2,2,5,5
"2784",4833,NA,2,2,3,4,5
"2785",4834,NA,NA,2,2,3,6
"2786",4836,NA,1,3,3,5,7
"2787",4837,NA,NA,NA,NA,3,6
"2788",4838,NA,NA,1,2,3,5
"2789",4839,NA,NA,NA,1,3,6
"2791",4840,NA,NA,1,1,4,4
"2792",4841,NA,NA,NA,1,2,3
"2793",4842,NA,NA,NA,2,3,6
"2794",4843,NA,NA,NA,NA,2,5
"2795",4844,NA,1,1,4,6,7
"2796",4845,NA,NA,1,2,3,7
"2797",4846,NA,1,1,1,4,7
"2798",4847,NA,NA,1,2,3,6
"2799",4848,NA,NA,NA,NA,1,4
"2801",4850,NA,NA,1,4,4,5
"2802",4852,NA,1,1,3,3,3
"2803",4853,NA,NA,1,3,9,16
"2804",4854,NA,1,3,6,7,15
"2805",4855,NA,NA,1,3,5,5
"2806",4856,NA,NA,1,1,1,5
"2807",4857,NA,NA,1,3,6,8
"2808",4858,NA,NA,1,1,2,2
"2809",4859,NA,NA,NA,NA,1,3
"2811",4860,NA,1,1,2,3,6
"2812",4861,NA,1,1,4,5,5
"2813",4862,NA,NA,2,3,3,3
"2814",4863,NA,1,1,3,4,4
"2815",4864,NA,1,3,4,5,5
"2816",4865,NA,1,1,3,5,6
"2817",4866,NA,1,3,4,5,7
"2818",4867,NA,1,2,2,4,4
"2819",4869,NA,1,1,5,6,10
"2821",4870,NA,1,1,4,6,7
"2822",4871,NA,1,1,3,5,7
"2823",4872,NA,NA,NA,2,3,3
"2824",4873,NA,NA,NA,NA,NA,3
"2825",4875,NA,1,1,2,4,5
"2826",4876,NA,1,1,2,2,5
"2827",4877,NA,1,1,1,2,4
"2828",4878,NA,1,1,4,4,5
"2829",4879,NA,1,2,4,4,5
"2831",4880,NA,1,1,4,4,6
"2832",4881,NA,1,1,4,4,7
"2833",4882,NA,NA,3,3,6,9
"2834",4884,NA,NA,2,5,7,9
"2835",4885,NA,NA,2,4,6,7
"2836",4886,NA,NA,NA,1,2,2
"2840",4908,NA,NA,NA,NA,NA,1
"2842",4913,NA,NA,NA,NA,NA,1
